74,29879,33496,24357,-3617,31687.5
75,29703,34248,24341,-4545,31975.5
76,29239,37689,24405,-8450,33464.0
77,29223,39305,24357,-10082,34264.0
78,33976,39865,24357,-5889,36920.5
79,40793,40729,24341,64,40761.0
80,41898,40809,24341,1089,41353.5
80,41898,40809,24341,1089,41353.5
81,33544,40473,24373,-6929,37008.5
82,29975,39305,24277,-9330,34640.0
83,29527,38681,24229,-9154,34104.0
84,29527,38665,24485,-9138,34096.0
85,29399,39641,24501,-10242,34520.0
86,29399,39561,24341,-10162,34480.0
87,29415,38937,24325,-9522,34176.0
88,29431,38281,24325,-8850,33856.0
89,29415,38825,24357,-9410,34120.0
90,29399,39641,24277,-10242,34520.0
91,29271,39369,24277,-10098,34320.0
92,29447,39017,24213,-9570,34232.0
93,29335,39689,24261,-10354,34512.0
94,29367,40297,24277,-10930,34832.0
94,29367,40297,24277,-10930,34832.0
95,29255,40473,24245,-11218,34864.0
96,29239,40329,24309,-11090,34784.0
97,29191,40361,24389,-11170,34776.0
98,29159,40489,24565,-11330,34824.0
99,29111,40361,35032,-11250,34736.0
100,29239,40153,38121,-10914,34696.0
101,29239,40169,37993,-10930,34704.0
102,29175,40089,27558,-10914,34632.0
103,29623,40169,24565,-10546,34896.0
104,30343,40217,24469,-9874,35280.0
105,29959,39625,24469,-9666,34792.0
106,29879,37065,24405,-7186,33472.0
107,29911,34248,24357,-4337,32079.5
108,30151,32487,24469,-2336,31319.0
109,30855,30343,24261,512,30599.0
110,31815,29079,24277,2736,30447.0
111,31447,29399,24245,2048,30423.0
112,29927,33736,24229,-3809,31831.5
113,29607,36440,24181,-6833,33023.5
114,29447,37417,24309,-7970,33432.0
115,29383,38089,24357,-8706,33736.0
116,29735,34664,24277,-4929,32199.5
117,31111,29687,24261,1424,30399.0
118,29991,32695,24341,-2704,31343.0
119,29415,36488,24277,-7073,32951.5
120,29239,37641,24341,-8402,33440.0
121,29351,36296,24261,-6945,32823.5
122,29335,35944,24421,-6609,32639.5
123,29703,33864,24421,-4161,31783.5
124,30087,31751,24325,-1664,30919.0
125,29671,33656,24373,-3985,31663.5
126,29495,36456,24421,-6961,32975.5
127,29591,35160,24341,-5569,32375.5
128,30519,31175,24357,-656,30847.0
129,33688,28102,24405,5586,30895.0
130,37577,27254,24373,10323,32415.5
131,38697,27222,24389,11475,32959.5
132,38329,27174,24341,11155,32751.5
133,37145,27238,24421,9907,32191.5
134,33544,28070,24341,5474,30807.0
135,32471,30695,24341,1776,31583.0
136,37081,36937,24389,144,37009.0
137,40489,39641,24341,848,40065.0
138,42266,40729,24421,1537,41497.5
139,41034,39881,24373,1153,40457.5
140,34136,35656,24405,-1520,34896.0
141,30823,33752,24373,-2929,32287.5
142,30471,32087,24325,-1616,31279.0
143,30807,30983,24245,-176,30895.0
144,31463,29847,24277,1616,30655.0
145,30343,32599,24341,-2256,31471.0
146,29863,35880,24261,-6017,32871.5
147,29687,37097,24341,-7410,33392.0
148,29703,36120,24373,-6417,32911.5
149,29863,35416,24357,-5553,32639.5
150,29735,34984,24261,-5249,32359.5
151,30775,30887,24341,-112,30831.0
152,33176,28166,24325,5010,30671.0
153,35304,27462,24309,7842,31383.0
154,35432,27366,24309,8066,31399.0
155,34360,27606,24277,6754,30983.0
156,32279,28518,24229,3761,30398.5
157,31127,29735,24309,1392,30431.0
158,30631,31031,24277,-400,30831.0
159,30135,32343,24309,-2208,31239.0
160,29975,33896,24309,-3921,31935.5
161,29703,35896,24325,-6193,32799.5
162,29591,36808,25110,-7217,33199.5
163,29607,36328,36504,-6721,32967.5
164,29831,35000,37977,-5169,32415.5
165,30023,33192,38153,-3169,31607.5
166,30791,30599,37417,192,30695.0
167,32023,29031,25750,2992,30527.0
168,32151,28743,24517,3408,30447.0
169,33464,27990,24501,5474,30727.0
170,36056,27238,24405,8818,31647.0
171,39481,27094,24325,12387,33287.5
172,41546,27126,24229,14420,34336.0
173,41834,27046,24133,14788,34440.0
174,41930,27030,24053,14900,34480.0
175,41866,27078,24117,14788,34472.0
176,42010,27110,24197,14900,34560.0
177,41834,27078,24261,14756,34456.0
178,41610,27110,24149,14500,34360.0
179,41530,27110,24165,14420,34320.0
180,41322,27174,24197,14148,34248.0
181,40713,27158,24149,13555,33935.5
182,39689,27190,24133,12499,33439.5
183,39369,27142,24037,12227,33255.5
184,38233,27238,24165,10995,32735.5
185,36168,27382,24213,8786,31775.0
186,35416,27478,24197,7938,31447.0
187,34088,27910,24229,6178,30999.0
188,31895,29079,24197,2816,30487.0
189,30631,30535,24133,96,30583.0
190,31431,34344,24117,-2913,32887.5
191,41690,40249,24149,1441,40969.5
192,42330,40617,24197,1713,41473.5
193,33976,35048,24165,-1072,34512.0
194,30535,35320,24197,-4785,32927.5
195,30455,35912,24101,-5457,33183.5
196,30247,36168,24197,-5921,33207.5
197,30039,36792,24181,-6753,33415.5
198,30119,36184,24229,-6065,33151.5
199,30471,33848,24101,-3377,32159.5
200,30983,32487,24101,-1504,31735.0
201,31159,32183,24165,-1024,31671.0
202,31207,31367,24101,-160,31287.0
203,31575,30519,24101,1056,31047.0
204,31399,30503,24085,896,30951.0
205,31079,31799,24133,-720,31439.0
206,30311,34904,24133,-4593,32607.5
207,29687,39449,24229,-9762,34568.0
208,29623,40281,24181,-10658,34952.0
209,29575,40505,24165,-10930,35040.0
210,29463,40585,24485,-11122,35024.0
211,29495,40505,36504,-11010,35000.0
212,29399,40537,37993,-11138,34968.0
213,29399,40505,30535,-11106,34952.0
214,30503,40617,24517,-10114,35560.0
215,28951,40521,24373,-11570,34736.0
216,30695,40473,24565,-9778,35584.0
217,29751,40537,24565,-10786,35144.0
219,29511,40553,24549,-11042,35032.0
220,31671,34712,24341,-3041,33191.5
221,42730,27190,24325,15540,34960.0
222,42634,27110,24245,15524,34872.0
223,32487,27014,24261,5473,29750.5
224,31511,26966,24261,4545,29238.5
225,28935,26934,24277,2001,27934.5
226,28807,26886,24261,1921,27846.5
227,28887,26838,24245,2049,27862.5
228,28550,26854,24309,1696,27702.0
229,27894,26918,24245,976,27406.0
230,27718,26934,24341,784,27326.0
231,30103,26886,24133,3217,28494.5
232,29927,26886,24229,3041,28406.5
233,29863,26934,24213,2929,28398.5
234,29895,26886,24325,3009,28390.5
235,29879,26950,24277,2929,28414.5
236,30231,26902,24277,3329,28566.5
237,30599,26806,24325,3793,28702.5
238,30247,26822,24357,3425,28534.5
239,30215,26790,25782,3425,28502.5
240,30311,26854,37769,3457,28582.5
241,30231,26854,37881,3377,28542.5
242,31383,26918,24966,4465,29150.5
243,31287,26934,24373,4353,29110.5
244,30423,27078,24341,3345,28750.5
245,31431,26982,24325,4449,29206.5
246,30919,27158,24341,3761,29038.5
247,31927,39657,24389,-7730,35792.0
248,33192,31895,24421,1297,32543.5
249,43274,27190,24325,16084,35232.0
250,40953,27286,24357,13667,34119.5
251,38553,27446,24277,11107,32999.5
252,39081,27606,24213,11475,33343.5
253,38633,27526,24197,11107,33079.5
254,36360,29287,24357,7073,32823.5
255,34184,31927,24325,2257,33055.5
255,34184,31927,24325,2257,33055.5
256,41930,27270,24373,14660,34600.0
257,42330,27190,24389,15140,34760.0
258,33672,31271,24421,2401,32471.5
259,36088,29479,24453,6609,32783.5
260,38921,27718,24405,11203,33319.5
261,35400,28102,24421,7298,31751.0
262,38617,27222,24517,11395,32919.5
263,40041,27222,24469,12819,33631.5
264,38041,27414,24453,10627,32727.5
265,40073,27318,24389,12755,33695.5
266,38121,30551,24549,7570,34336.0
267,42202,39833,24501,2369,41017.5
268,43354,40361,24501,2993,41857.5
269,33416,33800,24565,-384,33608.0
270,35688,28614,24565,7074,32151.0
271,39257,27286,24533,11971,33271.5
272,38921,27366,24565,11555,33143.5
273,38921,27398,24565,11523,33159.5
274,43354,27190,24565,16164,35272.0
275,45627,27222,24517,18405,36424.5
276,42842,27174,24501,15668,35008.0
277,41802,27142,24565,14660,34472.0
278,42346,27142,30551,15204,34744.0
279,41290,27158,38121,14132,34224.0
280,40473,27494,25222,12979,33983.5
281,34536,29511,24614,5025,32023.5
282,33752,29495,24565,4257,31623.5
283,34904,28326,24565,6578,31615.0
284,42090,27062,24565,15028,34576.0
285,43098,26982,24517,16116,35040.0
286,43098,26886,24469,16212,34992.0
287,42810,26886,24453,15924,34848.0
289,42842,26982,24533,15860,34912.0
290,43018,27062,24389,15956,35040.0
291,46123,26886,24405,19237,36504.5
292,46315,26886,24453,19429,36600.5
293,42922,26742,24373,16180,34832.0
294,42810,26902,24405,15908,34856.0
295,42090,35400,24421,6690,38745.0
296,44426,40553,24373,3873,42489.5
297,42026,28086,24421,13940,35056.0
298,43162,26902,24389,16260,35032.0
299,44426,26790,24229,17636,35608.0
300,43834,26726,24341,17108,35280.0
301,43338,26726,24277,16612,35032.0
302,43338,26934,24277,16404,35136.0
303,43626,27014,24341,16612,35320.0
304,43434,26998,24277,16436,35216.0
305,45755,27046,24213,18709,36400.5
306,45211,26982,24453,18229,36096.5
307,45547,26886,38073,18661,36216.5
308,44442,26918,30887,17524,35680.0
309,38537,28070,24517,10467,33303.5
310,34904,30951,24341,3953,32927.5
311,33032,33960,24389,-928,33496.0
312,33816,36408,24357,-2592,35112.0
313,38601,27734,24245,10867,33167.5
314,44058,26822,24261,17236,35440.0
315,45451,26822,24181,18629,36136.5
316,35688,26774,24245,8914,31231.0
317,29735,26950,24133,2785,28342.5
318,30039,26838,24069,3201,28438.5
319,30615,26806,24069,3809,28710.5
320,29319,26758,24085,2561,28038.5
321,29495,26646,24165,2849,28070.5
322,29319,26646,24149,2673,27982.5
323,29383,26710,24133,2673,28046.5
324,30167,26630,24117,3537,28398.5
325,29479,26646,24133,2833,28062.5
326,29703,26678,24133,3025,28190.5
327,29399,26662,24405,2737,28030.5
328,29463,26678,28759,2785,28070.5
328,29463,26678,28759,2785,28070.5
329,28967,26598,33592,2369,27782.5
330,30359,26678,29367,3681,28518.5
331,29783,26710,29479,3073,28246.5
332,29703,26710,29463,2993,28206.5
333,29671,26646,29495,3025,28158.5
334,29719,26630,29591,3089,28174.5
335,29255,26630,28951,2625,27942.5
336,29655,26646,29879,3009,28150.5
337,29191,26598,27638,2593,27894.5
338,28903,26662,26710,2241,27782.5
339,29991,26646,26390,3345,28318.5
340,32679,26710,28294,5969,29694.5
341,31063,26774,33608,4289,28918.5
342,30039,26646,37833,3393,28342.5
343,29703,28166,38201,1537,28934.5
344,29799,35816,38217,-6017,32807.5
345,30167,40505,38057,-10338,35336.0
346,30503,40505,33752,-10002,35504.0
347,30519,40553,31575,-10034,35536.0
348,30039,39993,28214,-9954,35016.0
349,30375,37193,25814,-6818,33784.0
350,30391,36376,25398,-5985,33383.5
351,30295,35944,25062,-5649,33119.5
352,30295,35976,25046,-5681,33135.5
353,30359,36024,24982,-5665,33191.5
354,30359,36072,24758,-5713,33215.5
355,30295,36632,24421,-6337,33463.5
355,30295,36632,24421,-6337,33463.5
356,30055,38025,24213,-7970,34040.0
357,29943,38777,24101,-8834,34360.0
358,30631,36360,24293,-5729,33495.5
359,33672,34504,24678,-832,34088.0
360,34344,39225,24902,-4881,36784.5
361,32215,38777,24565,-6562,35496.0
362,30039,36584,24117,-6545,33311.5
363,29911,36152,24149,-6241,33031.5
364,29831,34888,24005,-5057,32359.5
365,30663,30183,23989,480,30423.0
366,38745,27318,24005,11427,33031.5
367,40953,27030,23909,13923,33991.5
368,39353,27126,23973,12227,33239.5
369,36632,27462,24021,9170,32047.0
370,35224,28775,23941,6449,31999.5
370,35224,28775,23941,6449,31999.5
371,33512,30791,23973,2721,32151.5
372,32615,36953,23813,-4338,34784.0
373,32792,39481,23973,-6689,36136.5
374,32071,40201,23829,-8130,36136.0
375,31975,40425,23861,-8450,36200.0
376,31815,40505,23973,-8690,36160.0
377,31111,39977,23941,-8866,35544.0
378,39065,40745,23877,-1680,39905.0
379,42730,40953,23909,1777,41841.5
380,43786,40809,23877,2977,42297.5
381,36824,40761,23957,-3937,38792.5
382,33048,40601,24005,-7553,36824.5
383,32055,40521,23989,-8466,36288.0
384,31991,40601,24021,-8610,36296.0
385,31623,40601,23957,-8978,36112.0
386,31879,40489,23989,-8610,36184.0
387,31671,40537,23925,-8866,36104.0
388,31687,40457,23957,-8770,36072.0
389,31671,40393,23909,-8722,36032.0
390,31687,40441,23989,-8754,36064.0
391,31831,40457,24085,-8626,36144.0
392,32103,40457,24565,-8354,36280.0
393,31783,40505,37929,-8722,36144.0
394,31959,40377,37001,-8418,36168.0
395,29815,40345,24277,-10530,35080.0
396,28566,40249,24197,-11683,34407.5
397,29015,37017,24213,-8002,33016.0
398,30487,29527,24165,960,30007.0
399,35992,26902,24149,9090,31447.0
400,39401,26822,24117,12579,33111.5
401,37609,26838,24101,10771,32223.5
402,35608,26950,24149,8658,31279.0
403,35032,27078,24165,7954,31055.0
404,31943,28310,24197,3633,30126.5
405,30039,30759,24149,-720,30399.0
406,30647,29367,24133,1280,30007.0
407,32583,27830,24069,4753,30206.5
408,31159,28807,23973,2352,29983.0
409,30279,30087,24005,192,30183.0
410,30663,29239,24101,1424,29951.0
411,31319,28342,24037,2977,29830.5
412,31415,28486,23989,2929,29950.5
413,31799,28582,24037,3217,30190.5
414,37161,32840,24133,4321,35000.5
415,42138,39945,24133,2193,41041.5
416,39177,38585,24069,592,38881.0
417,31015,33944,24053,-2929,32479.5
418,29351,36040,23989,-6689,32695.5
419,29623,37257,23989,-7634,33440.0
420,29671,35592,24101,-5921,32631.5
421,30439,32407,23941,-1968,31423.0
422,31047,30519,24037,528,30783.0
423,31367,29863,24117,1504,30615.0
424,31799,29959,24037,1840,30879.0
425,32167,29879,24021,2288,31023.0
426,32679,29031,24037,3648,30855.0
427,33576,28342,24037,5234,30959.0
428,33352,28518,24085,4834,30935.0
429,32663,28967,24069,3696,30815.0
430,32840,28775,24101,4065,30807.5
431,34168,27798,24085,6370,30983.0
432,35592,27206,24021,8386,31399.0
433,36584,27046,24966,9538,31815.0
434,35688,27142,37769,8546,31415.0
435,35000,27302,38105,7698,31151.0
436,34472,27654,36921,6818,31063.0
437,35080,27318,26438,7762,31199.0
438,36264,27142,24758,9122,31703.0
439,35752,27206,24421,8546,31479.0
440,35976,27142,24277,8834,31559.0
441,36168,27110,24261,9058,31639.0
442,38585,26950,24197,11635,32767.5
443,41994,27014,24213,14980,34504.0
444,42522,27030,24197,15492,34776.0
445,31063,26742,24197,4321,28902.5
446,29703,26774,24261,2929,28238.5
447,29703,26822,24229,2881,28262.5
448,31703,26726,25350,4977,29214.5
449,32599,26678,29095,5921,29638.5
450,30039,26822,34600,3217,28430.5
451,30295,26822,36776,3473,28558.5
452,29063,26838,37977,2225,27950.5
453,28903,26854,38057,2049,27878.5
454,29159,26870,36328,2289,28014.5
455,29127,26934,28823,2193,28030.5
456,29015,26838,24101,2177,27926.5
457,28903,26934,24021,1969,27918.5
458,29287,26886,23989,2401,28086.5
459,29959,27014,23989,2945,28486.5
460,28743,26982,24069,1761,27862.5
461,28486,26854,24021,1632,27670.0
462,28983,29783,24037,-800,29383.0
463,28855,40457,24133,-11602,34656.0
464,29575,40153,24165,-10578,34864.0
465,29863,38729,24149,-8866,34296.0
466,29895,38809,24213,-8914,34352.0
467,29927,38793,24165,-8866,34360.0
468,29783,38681,24117,-8898,34232.0
469,29799,38841,24165,-9042,34320.0
470,30023,38697,24165,-8674,34360.0
471,29847,38681,24165,-8834,34264.0
472,29991,37849,24213,-7858,33920.0
473,30887,32471,24229,-1584,31679.0
474,31303,31047,24133,256,31175.0
475,30679,31623,24261,-944,31151.0
476,30439,32279,24229,-1840,31359.0
477,30615,33464,24085,-2849,32039.5
478,29703,34632,24085,-4929,32167.5
479,30023,34344,24165,-4321,32183.5
480,30311,32199,24133,-1888,31255.0
481,30183,32359,24069,-2176,31271.0
482,29831,34120,24069,-4289,31975.5
483,29623,35336,24117,-5713,32479.5
484,29783,35272,24149,-5489,32527.5
485,29831,35000,24149,-5169,32415.5
486,29719,35640,24133,-5921,32679.5
487,29703,36232,24261,-6529,32967.5
488,29399,38553,24197,-9154,33976.0
489,29335,39321,24165,-9986,34328.0
490,29335,39129,24229,-9794,34232.0
491,29447,38553,24293,-9106,34000.0
492,35016,39113,24261,-4097,37064.5
493,41754,40681,24325,1073,41217.5
494,37433,37129,24293,304,37281.0
495,33928,28951,24357,4977,31439.5
496,33320,28743,24309,4577,31031.5
497,34664,28070,24325,6594,31367.0
498,36424,27558,24293,8866,31991.0
499,36008,27670,24325,8338,31839.0
500,33304,28823,24341,4481,31063.5
501,31815,30311,24549,1504,31063.0
502,31335,31223,24405,112,31279.0
503,30727,32231,24341,-1504,31479.0
505,30727,32872,24405,-2145,31799.5
506,30727,32519,24453,-1792,31623.0
507,30775,32215,24678,-1440,31495.0
508,30535,33384,37529,-2849,31959.5
509,29927,35944,37641,-6017,32935.5
510,31655,38457,24710,-6802,35056.0
511,29079,39481,24565,-10402,34280.0
512,29191,39945,24565,-10754,34568.0
513,29063,40073,24533,-11010,34568.0
514,28951,40329,24453,-11378,34640.0
515,28983,40025,24453,-11042,34504.0
516,28967,39705,24565,-10738,34336.0
517,29079,39241,24565,-10162,34160.0
518,29271,38297,24565,-9026,33784.0
519,29319,35784,24389,-6465,32551.5
520,29799,33288,24357,-3489,31543.5
521,30391,31143,24293,-752,30767.0
522,30743,30311,24325,432,30527.0
523,30391,31159,24277,-768,30775.0
524,30135,31911,24197,-1776,31023.0
525,30343,31559,24117,-1216,30951.0
526,30343,31495,24165,-1152,30919.0
527,29991,32952,24085,-2961,31471.5
528,34728,38585,24101,-3857,36656.5
529,42122,40841,24069,1281,41481.5
530,33416,35176,24133,-1760,34296.0
531,30903,31271,24133,-368,31087.0
532,31271,31175,24117,96,31223.0
533,31575,30487,24101,1088,31031.0
534,31543,30391,24037,1152,30967.0
535,30695,32023,23909,-1328,31359.0
536,30439,33544,23973,-3105,31991.5
537,30679,32647,23973,-1968,31663.0
538,31255,30775,23989,480,31015.0
539,31527,30551,23957,976,31039.0
540,32487,29431,24005,3056,30959.0
541,34840,27958,24069,6882,31399.0
542,36616,27430,24069,9186,32023.0
543,38329,27206,23989,11123,32767.5
544,39929,27270,24101,12659,33599.5
545,40569,27254,31655,13315,33911.5
546,39785,27286,37721,12499,33535.5
547,39961,27318,30295,12643,33639.5
548,42218,27350,24213,14868,34784.0
549,42570,27222,24197,15348,34896.0
550,42650,27254,24133,15396,34952.0
551,42826,27206,24133,15620,35016.0
552,42714,27334,24101,15380,35024.0
553,42666,27206,24085,15460,34936.0
554,42634,27222,24037,15412,34928.0
555,42650,27222,23973,15428,34936.0
556,42186,27206,23989,14980,34696.0
557,35688,27046,24037,8642,31367.0
558,30343,27062,24101,3281,28702.5
559,30551,27014,24517,3537,28782.5
560,30263,27062,25478,3201,28662.5
561,32263,27030,27366,5233,29646.5
562,31719,27046,29767,4673,29382.5
563,30695,26838,32055,3857,28766.5
564,30423,26966,36392,3457,28694.5
565,30551,27046,37769,3505,28798.5
566,30151,26886,37865,3265,28518.5
567,30103,26806,37993,3297,28454.5
568,30007,26886,37673,3121,28446.5
569,30135,26838,33864,3297,28486.5
570,30103,26870,24678,3233,28486.5
571,30007,26870,24277,3137,28438.5
572,33000,26966,24181,6034,29983.0
573,30359,26966,24245,3393,28662.5
574,30375,27542,24213,2833,28958.5
576,29159,40217,24293,-11058,34688.0
577,29207,39977,24277,-10770,34592.0
578,29143,40345,24341,-11202,34744.0
579,29223,40425,24405,-11202,34824.0
580,28823,40361,24341,-11538,34592.0
581,28855,40425,24309,-11570,34640.0
582,29063,40377,24357,-11314,34720.0
583,29047,40297,24213,-11250,34672.0
584,28999,40073,24165,-11074,34536.0
585,28823,39993,24213,-11170,34408.0
586,28887,40025,24309,-11138,34456.0
587,28759,40025,24229,-11266,34392.0
588,28775,40169,24245,-11394,34472.0
589,28566,40297,24133,-11731,34431.5
590,28887,40201,24245,-11314,34544.0
591,28614,40377,24245,-11763,34495.5
592,28695,40361,24293,-11666,34528.0
593,28614,40249,24181,-11635,34431.5
594,28470,40281,24341,-11811,34375.5
595,28502,40217,24213,-11715,34359.5
596,28566,40169,24213,-11603,34367.5
597,28871,40457,24341,-11586,34664.0
598,28711,40233,24261,-11522,34472.0
599,28887,40489,24213,-11602,34688.0
600,28070,40457,24277,-12387,34263.5
601,27910,40393,24277,-12483,34151.5
602,31159,40377,24261,-9218,35768.0
603,41450,40713,24245,737,41081.5
604,44026,40793,24261,3233,42409.5
605,41274,40617,24229,657,40945.5
606,33800,40393,24261,-6593,37096.5
607,32407,40233,24373,-7826,36320.0
608,32359,40153,24245,-7794,36256.0
609,32215,40265,24213,-8050,36240.0
610,31591,40153,24213,-8562,35872.0
611,31751,39865,24325,-8114,35808.0
612,30791,40025,24261,-9234,35408.0
613,30535,40361,24277,-9826,35448.0
614,30455,40409,24245,-9954,35432.0
615,30519,40441,24261,-9922,35480.0
616,30551,40233,24245,-9682,35392.0
617,30919,40265,24197,-9346,35592.0
618,30855,39769,24293,-8914,35312.0
619,30519,39401,24325,-8882,34960.0
620,30791,39017,24293,-8226,34904.0
621,30647,37609,31655,-6962,34128.0
622,30807,36008,38137,-5201,33407.5
623,31127,35224,35240,-4097,33175.5
624,32423,31751,24533,672,32087.0
625,36024,29127,24357,6897,32575.5
626,35512,28887,24245,6625,32199.5
627,35352,29383,24165,5969,32367.5
628,34952,29607,24133,5345,32279.5
629,34440,30359,24037,4081,32399.5
630,35160,29575,24069,5585,32367.5
631,36680,28246,24037,8434,32463.0
632,38329,27606,24069,10723,32967.5
633,39113,27366,24069,11747,33239.5
634,39769,27286,24133,12483,33527.5
635,39369,27366,23973,12003,33367.5
636,38857,27350,24101,11507,33103.5
637,38617,27414,24021,11203,33015.5
638,37785,27734,24005,10051,32759.5
639,36616,28310,24085,8306,32463.0
640,36328,28566,24149,7762,32447.0
641,34616,29895,24133,4721,32255.5
642,33752,32071,24053,1681,32911.5
643,35304,34824,24117,480,35064.0
644,44586,40297,24133,4289,42441.5
645,39961,31127,24133,8834,35544.0
646,30247,30743,24245,-496,30495.0
647,29063,32711,24085,-3648,30887.0
648,29399,31831,24277,-2432,30615.0
649,29223,32519,24149,-3296,30871.0
650,28967,33880,24229,-4913,31423.5
651,28983,36008,23989,-7025,32495.5
652,29895,33800,24085,-3905,31847.5
653,30375,32071,24085,-1696,31223.0
654,30679,31223,24293,-544,30951.0
655,30855,31415,24229,-560,31135.0
656,31047,31255,24165,-208,31151.0
657,31367,30743,24197,624,31055.0
658,31175,30951,24213,224,31063.0
659,31207,31271,24373,-64,31239.0
660,31735,30519,30759,1216,31127.0
661,32487,29639,37913,2848,31063.0
662,32311,29831,37929,2480,31071.0
663,32007,30151,29703,1856,31079.0
664,33128,29303,24710,3825,31215.5
665,36152,27798,24517,8354,31975.0
666,39257,27190,24453,12067,33223.5
667,39465,27302,24421,12163,33383.5
668,37465,27574,24405,9891,32519.5
669,39977,27286,24373,12691,33631.5
670,40857,27222,24293,13635,34039.5
671,41914,27286,24405,14628,34600.0
672,42090,27094,24341,14996,34592.0
673,42010,26982,24389,15028,34496.0
674,34056,26982,24373,7074,30519.0
675,29831,26966,24405,2865,28398.5
676,30935,26918,24405,4017,28926.5
676,30935,26918,24405,4017,28926.5
677,29911,26902,24421,3009,28406.5
678,30167,26886,24389,3281,28526.5
679,29127,26902,24357,2225,28014.5
680,29287,26838,24325,2449,28062.5
681,29255,26918,24325,2337,28086.5
682,29479,27014,24341,2465,28246.5
682,29479,27014,24341,2465,28246.5
683,29079,26918,24309,2161,27998.5
684,29447,26790,24309,2657,28118.5
685,29607,26790,24373,2817,28198.5
686,29191,26838,24453,2353,28014.5
687,29063,26886,24646,2177,27974.5
688,28903,26902,30439,2001,27902.5
689,31543,26966,33304,4577,29254.5
690,29575,39353,30487,-9778,34464.0
691,41898,27286,30695,14612,34592.0
692,42250,27110,31175,15140,34680.0
693,42298,27206,31751,15092,34752.0
694,41882,27190,32968,14692,34536.0
695,41770,27238,32920,14532,34504.0
696,41658,27190,33032,14468,34424.0
697,41018,27334,34568,13684,34176.0
698,40745,27350,37849,13395,34047.5
699,42266,27286,38073,14980,34776.0
700,42602,27062,37273,15540,34832.0
701,42266,27158,33288,15108,34712.0
702,42346,27094,31239,15252,34720.0
703,42170,27126,29159,15044,34648.0
704,42122,27206,25654,14916,34664.0
705,32263,30679,24533,1584,31471.0
706,30487,40185,24469,-9698,35336.0
707,30151,40297,24453,-10146,35224.0
708,29607,39897,24517,-10290,34752.0
709,35608,28486,24565,7122,32047.0
710,41882,27270,24373,14612,34576.0
711,43082,27206,24293,15876,35144.0
